age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Private,177905,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,3,United-States,>50K
4,Private,99183,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,108658,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,197202,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,101739,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,3,United-States,>50K
1,Private,102345,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,210525,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,237903,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,163862,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,201872,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,84179,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,259510,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,184831,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,245724,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,27053,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Federal-gov,319560,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female,0,0,2,United-States,>50K
4,Private,136218,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,148291,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,1,United-States,<=50K
3,Private,212960,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
3,Self-emp-not-inc,334273,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Private,350162,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,2,United-States,>50K
2,Self-emp-not-inc,28738,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
4,Local-gov,283635,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,86646,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,199713,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,181659,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,340939,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,197747,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,34292,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,156764,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,25826,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,3,United-States,>50K
2,,137390,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,117789,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,267147,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,239824,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,217039,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,51290,7th-8th,4,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,175674,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,194404,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,45612,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Private,410114,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Local-gov,339772,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,169658,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,247564,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,109881,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
3,Self-emp-not-inc,114117,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,190483,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,462440,11th,7,Widowed,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
4,Private,109351,9th,5,Widowed,Priv-house-serv,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Private,34383,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,205469,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,268090,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
3,Self-emp-not-inc,165039,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,154374,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,3,United-States,>50K
4,Self-emp-not-inc,35723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,262601,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,226181,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,175697,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
1,Private,75654,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,188563,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,>50K
1,Local-gov,402089,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,State-gov,169496,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
0,Private,130959,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,556660,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,2,0,3,United-States,<=50K
1,Private,288341,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,106742,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,261293,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,81145,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,341204,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,3,0,2,United-States,>50K
1,State-gov,249362,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,2,United-States,<=50K
2,Private,247019,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,>50K
0,,114746,11th,7,Married-spouse-absent,,Own-child,Asian-Pac-Islander,Female,0,2,2,South,<=50K
0,Private,172146,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,2,2,United-States,<=50K
3,Federal-gov,110457,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,182556,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,102726,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,125457,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,204021,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,161141,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Portugal,>50K
0,Local-gov,430828,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Male,0,0,2,United-States,<=50K
2,Local-gov,86644,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,<=50K
2,Private,195124,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,Dominican-Republic,<=50K
1,Private,167350,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K
0,Private,140027,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,2,United-States,<=50K
0,Private,316702,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,203628,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,>50K
1,Private,118710,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,3,2,United-States,>50K
2,Local-gov,110866,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,229148,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,Jamaica,<=50K
2,Private,242552,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,2,United-States,<=50K
4,Private,177665,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,208103,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K
2,Private,70282,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,144995,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,2,United-States,<=50K
1,Private,182556,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,125831,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,3,United-States,<=50K
1,Private,271328,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,2,United-States,<=50K
3,Local-gov,50459,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,223212,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Mexico,<=50K
4,Self-emp-not-inc,118474,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,3,,>50K
0,Private,352139,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Private,173093,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
1,Private,181655,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,4,2,United-States,<=50K
2,,51164,Some-college,10,Married-civ-spouse,,Wife,Black,Female,0,0,2,United-States,<=50K
2,Private,131414,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,2,United-States,<=50K
4,Private,156052,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,1,0,0,United-States,<=50K
2,Private,279914,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
0,Private,192453,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,1,United-States,<=50K
3,Private,197422,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3,0,2,United-States,>50K
1,Private,267736,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,2,United-States,<=50K
3,State-gov,193047,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,223515,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,0,United-States,<=50K
4,Self-emp-not-inc,87510,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,145111,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,3,United-States,<=50K
1,Private,31757,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,285854,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
1,Local-gov,120064,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,103408,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Private,101460,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,Local-gov,420537,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
3,Self-emp-inc,128272,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
1,State-gov,301526,Some-college,10,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
0,Private,151790,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,Germany,<=50K
1,Private,188557,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,327323,5th-6th,3,Separated,Farming-fishing,Not-in-family,White,Male,0,0,1,Guatemala,<=50K
0,Local-gov,282579,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,51838,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,279129,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,State-gov,146908,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,,<=50K
2,Self-emp-not-inc,49572,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,169628,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,36671,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,4,3,United-States,<=50K
0,,149704,HS-grad,9,Never-married,,Not-in-family,White,Female,1,0,2,United-States,<=50K
3,Private,102102,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-inc,32185,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
0,,196061,Some-college,10,Never-married,,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,211046,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,1,0,2,United-States,<=50K
0,Private,162343,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,0,United-States,<=50K
4,Private,128831,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,316688,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Private,90758,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,>50K
4,Self-emp-not-inc,315859,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,0,United-States,<=50K
3,,23780,Masters,14,Married-spouse-absent,,Other-relative,White,Male,0,0,2,United-States,<=50K
4,Private,270333,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,94113,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,32607,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,167159,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,171871,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,154411,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,129227,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,34269,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,1,2,United-States,>50K
4,Private,174355,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,233130,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Self-emp-inc,165474,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
2,,257780,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,280093,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,177387,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,105304,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,180572,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,>50K
3,Private,146813,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
4,Local-gov,291175,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
3,Private,387569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
2,Private,102895,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Local-gov,33274,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,Private,138192,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,118966,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,99784,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,>50K
3,State-gov,327886,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,3,United-States,>50K
3,Private,285335,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,368700,11th,7,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,48087,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,Self-emp-not-inc,143437,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
3,Self-emp-not-inc,160724,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,4,2,China,>50K
2,Private,411797,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
